,neighborhood,current_cases,cases_per_100k,ds,ds_3_days_ago,new_cases_last_3_days,lat,long
39,Canyon Country,27.0,349.38,2020-05-07,2020-05-04,1.0,34.4245,-118.4711
40,Carson,283.0,301.56,2020-05-07,2020-05-04,27.0,33.8374,-118.2559
41,Carthay,68.0,473.44,2020-05-07,2020-05-04,-2.0,34.0573,-118.3679
42,Castaic,25.0,91.94,2020-05-07,2020-05-04,3.0,34.4889,-118.6229
43,Central,171.0,438.55,2020-05-07,2020-05-04,29.0,34.0833,-118.4487
44,Century City,30.0,234.52,2020-05-07,2020-05-04,0.0,34.0556,-118.4179
45,Century Palms/Cove,117.0,346.5,2020-05-07,2020-05-04,15.0,33.9461,-118.2732
46,Cerritos,63.0,125.83,2020-05-07,2020-05-04,6.0,33.8584,-118.0648
47,Charter Oak,0.0,0.0,2020-05-07,2020-05-04,0.0,,
48,Chatsworth,115.0,310.3,2020-05-07,2020-05-04,9.0,34.2506,-118.6148
49,Cheviot Hills,18.0,196.27,2020-05-07,2020-05-04,0.0,34.0458,-118.4079
50,Chinatown,10.0,124.67,2020-05-07,2020-05-04,1.0,34.0623,-118.2383
51,Claremont,27.0,74.01,2020-05-07,2020-05-04,3.0,34.1261,-117.7158
52,Cloverdale/Cochran,42.0,288.6,2020-05-07,2020-05-04,3.0,34.0626,-118.3465
53,Commerce,14.0,107.12,2020-05-07,2020-05-04,1.0,34.0006,-118.1598
54,Compton,260.0,260.25,2020-05-07,2020-05-04,36.0,33.8958,-118.2201
55,Country Club Park,74.0,488.35,2020-05-07,2020-05-04,5.0,34.0503,-118.3212
56,Covina,134.0,212.11,2020-05-07,2020-05-04,6.0,34.09,-117.8903
57,Covina (Charter Oak),21.0,159.77,2020-05-07,2020-05-04,6.0,34.0994,-117.8464
58,Crenshaw District,55.0,397.71,2020-05-07,2020-05-04,6.0,34.0158,-118.3453
59,Crestview,70.0,615.76,2020-05-07,2020-05-04,3.0,34.0458,-118.3816
60,Cudahy,93.0,381.98,2020-05-07,2020-05-04,13.0,33.9609,-118.1858
61,Culver City,90.0,225.76,2020-05-07,2020-05-04,22.0,34.0211,-118.3965
62,Del Aire,10.0,227.63,2020-05-07,2020-05-04,2.0,33.9161,-118.3695
63,Del Rey,58.0,193.75,2020-05-07,2020-05-04,5.0,33.9878,-118.4229
64,Del Sur,2.0,82.82,2020-05-07,2020-05-04,0.0,,
65,Desert View Highlands,4.0,160.45,2020-05-07,2020-05-04,1.0,,
66,Diamond Bar,39.0,67.81,2020-05-07,2020-05-04,3.0,34.0286,-117.8103
67,Downey,264.0,231.05,2020-05-07,2020-05-04,28.0,33.9451,-118.1281
68,Downtown,82.0,298.11,2020-05-07,2020-05-04,8.0,34.0422,-118.2488
69,Duarte,91.0,367.91,2020-05-07,2020-05-04,5.0,34.1607,-117.9504
70,Eagle Rock,106.0,267.75,2020-05-07,2020-05-04,9.0,34.1322,-118.2117
71,East Covina,0.0,0.0,2020-05-07,2020-05-04,0.0,,
72,East Hollywood,156.0,532.66,2020-05-07,2020-05-04,20.0,34.0948,-118.291
73,East La Mirada,9.0,170.07,2020-05-07,2020-05-04,1.0,,
74,East Lancaster,0.0,0.0,2020-05-07,2020-05-04,0.0,,
75,East Los Angeles,439.0,350.45,2020-05-07,2020-05-04,31.0,34.0316,-118.1724
76,East Pasadena,0.0,0.0,2020-05-07,2020-05-04,0.0,,
77,East Rancho Dominguez,26.0,169.85,2020-05-07,2020-05-04,3.0,33.898070000000004,-118.19535
78,East Whittier,4.0,75.39,2020-05-07,2020-05-04,0.0,,
79,Echo Park,26.0,182.38,2020-05-07,2020-05-04,6.0,34.0782,-118.2606
80,El Camino Village,12.0,136.5,2020-05-07,2020-05-04,0.0,33.8895,-118.3309
81,El Monte,209.0,178.22,2020-05-07,2020-05-04,32.0,34.0733,-118.0275
82,El Segundo,30.0,178.72,2020-05-07,2020-05-04,2.0,33.9192,-118.4165
83,El Sereno,112.0,267.89,2020-05-07,2020-05-04,11.0,34.0875,-118.1715
84,Elizabeth Lake,1.0,60.2,2020-05-07,2020-05-04,0.0,,
85,Elysian Park,10.0,175.07,2020-05-07,2020-05-04,1.0,34.0838,-118.2366
86,Elysian Valley,26.0,255.63,2020-05-07,2020-05-04,2.0,34.0967,-118.2427
87,Encino,96.0,212.52,2020-05-07,2020-05-04,8.0,34.1517,-118.5214
88,Exposition,5.0,150.33,2020-05-07,2020-05-04,0.0,,
89,Exposition Park,154.0,342.85,2020-05-07,2020-05-04,12.0,34.0147,-118.2872
90,Faircrest Heights,4.0,111.11,2020-05-07,2020-05-04,2.0,,
91,Figueroa Park Square,23.0,263.73,2020-05-07,2020-05-04,3.0,33.9602,-118.28399999999999
92,Florence-Firestone,449.0,425.01,2020-05-07,2020-05-04,72.0,33.9632,-118.2426
93,Franklin Canyon,0.0,0.0,2020-05-07,2020-05-04,0.0,,
94,Gardena,177.0,288.7,2020-05-07,2020-05-04,12.0,33.8938,-118.30799999999999
95,Glassell Park,125.0,395.52,2020-05-07,2020-05-04,12.0,34.1161,-118.229
96,Glendale,687.0,332.7,2020-05-07,2020-05-04,53.0,34.1425,-118.2551
97,Glendora,65.0,303.03,2020-05-07,2020-05-04,16.0,34.1361,-117.8653
98,Gramercy Place,40.0,371.61,2020-05-07,2020-05-04,7.0,34.0468,-118.3127
99,Granada Hills,145.0,249.18,2020-05-07,2020-05-04,16.0,34.2794,-118.5022
100,Green Meadows,86.0,399.91,2020-05-07,2020-05-04,15.0,33.9556,-118.2694
101,Hacienda Heights,62.0,110.86,2020-05-07,2020-05-04,6.0,33.9931,-117.9687
102,Hancock Park,68.0,399.08,2020-05-07,2020-05-04,1.0,34.0745,-118.3304
103,Harbor City,57.0,196.08,2020-05-07,2020-05-04,7.0,33.79,-118.2978
104,Harbor Gateway,80.0,183.49,2020-05-07,2020-05-04,7.0,33.8501,-118.2991
105,Harbor Pines,2.0,83.02,2020-05-07,2020-05-04,1.0,,
106,Harvard Heights,72.0,399.22,2020-05-07,2020-05-04,8.0,34.044000000000004,-118.3042
107,Harvard Park,169.0,445.5,2020-05-07,2020-05-04,33.0,33.9841,-118.3042
108,Hawaiian Gardens,11.0,74.95,2020-05-07,2020-05-04,1.0,33.8314,-118.0728
109,Hawthorne,239.0,264.68,2020-05-07,2020-05-04,30.0,33.9194,-118.354
110,Hermosa Beach,25.0,127.1,2020-05-07,2020-05-04,1.0,33.8621,-118.4
111,Hi Vista,0.0,0.0,2020-05-07,2020-05-04,0.0,,
112,Hidden Hills,0.0,0.0,2020-05-07,2020-05-04,0.0,,
113,Highland Park,106.0,219.05,2020-05-07,2020-05-04,10.0,34.1145,-118.1842
114,Historic Filipinotown,77.0,555.16,2020-05-07,2020-05-04,10.0,34.0703,-118.26799999999999
115,Hollywood,206.0,301.81,2020-05-07,2020-05-04,7.0,34.1016,-118.3337
116,Hollywood Hills,67.0,227.63,2020-05-07,2020-05-04,3.0,34.1341,-118.3215
117,Huntington Park,182.0,305.96,2020-05-07,2020-05-04,17.0,33.9849,-118.2278
118,Hyde Park,88.0,308.33,2020-05-07,2020-05-04,14.0,33.9819,-118.3309
119,Industry,4.0,915.33,2020-05-07,2020-05-04,3.0,,
120,Inglewood,408.0,359.21,2020-05-07,2020-05-04,52.0,33.961,-118.3554
121,Irwindale,2.0,137.08,2020-05-07,2020-05-04,0.0,,
122,Jefferson Park,23.0,284.9,2020-05-07,2020-05-04,1.0,34.0272,-118.3176
123,Kagel/Lopez Canyons,1.0,70.82,2020-05-07,2020-05-04,0.0,,
124,Koreatown,168.0,325.0,2020-05-07,2020-05-04,19.0,34.0578,-118.3009
125,La Canada Flintridge,41.0,198.13,2020-05-07,2020-05-04,4.0,34.2091,-118.2001
126,La Crescenta-Montrose,17.0,85.85,2020-05-07,2020-05-04,0.0,34.2288,-118.2351
127,La Habra Heights,4.0,73.33,2020-05-07,2020-05-04,1.0,,
128,La Mirada,73.0,147.18,2020-05-07,2020-05-04,5.0,33.919000000000004,-118.0105
129,La Puente,46.0,113.03,2020-05-07,2020-05-04,3.0,34.02,-117.9495
130,La Rambla,6.0,289.16,2020-05-07,2020-05-04,0.0,33.744119,-118.301353
131,La Verne,20.0,98.04,2020-05-07,2020-05-04,2.0,34.1202,-117.7704
132,Ladera Heights,17.0,240.42,2020-05-07,2020-05-04,2.0,33.9878,-118.3704
133,Lafayette Square,14.0,307.08,2020-05-07,2020-05-04,0.0,34.0431,-118.3319
134,Lake Balboa,129.0,305.64,2020-05-07,2020-05-04,22.0,34.1839,-118.4954
135,Lake Hughes,0.0,0.0,2020-05-07,2020-05-04,0.0,,
136,Lake Los Angeles,24.0,184.7,2020-05-07,2020-05-04,3.0,34.6125,-117.8281
137,Lake Manor,3.0,182.59,2020-05-07,2020-05-04,0.0,,
138,Lakeview Terrace,66.0,502.55,2020-05-07,2020-05-04,7.0,34.2764,-118.3612
139,Lakewood,95.0,118.22,2020-05-07,2020-05-04,9.0,33.8536,-118.134
140,Lancaster,387.0,239.52,2020-05-07,2020-05-04,44.0,34.6868,-118.1542
141,Lawndale,75.0,223.12,2020-05-07,2020-05-04,14.0,33.8881,-118.3535
142,Leimert Park,36.0,236.3,2020-05-07,2020-05-04,3.0,34.0118,-118.3234
143,Lennox,63.0,279.48,2020-05-07,2020-05-04,8.0,33.9397,-118.3529
144,Leona Valley,1.0,57.11,2020-05-07,2020-05-04,0.0,,
145,Lincoln Heights,148.0,454.03,2020-05-07,2020-05-04,37.0,34.0706,-118.2051
146,Little Armenia,151.0,1881.62,2020-05-07,2020-05-04,59.0,34.0981,-118.3005
147,Little Bangladesh,87.0,306.95,2020-05-07,2020-05-04,7.0,34.0691,-118.2956
148,Little Tokyo,8.0,255.35,2020-05-07,2020-05-04,1.0,34.0523,-118.2395
149,Littlerock,11.0,273.56,2020-05-07,2020-05-04,2.0,,
150,Littlerock/Juniper Hills,1.0,77.1,2020-05-07,2020-05-04,0.0,,
151,Littlerock/Pearblossom,7.0,196.13,2020-05-07,2020-05-04,1.0,34.5211,-117.9837
152,Llano,1.0,114.03,2020-05-07,2020-05-04,0.0,,
153,Lomita,40.0,192.97,2020-05-07,2020-05-04,4.0,33.7922,-118.3151
154,Longwood,16.0,371.75,2020-05-07,2020-05-04,0.0,34.055296000000006,-118.33941499999999
155,Los Feliz,36.0,166.6,2020-05-07,2020-05-04,1.0,34.1124,-118.2851
156,Lynwood,240.0,333.12,2020-05-07,2020-05-04,33.0,33.9293,-118.2139
157,Malibu,31.0,239.18,2020-05-07,2020-05-04,0.0,34.0259,-118.7798
158,Manchester Square,16.0,187.44,2020-05-07,2020-05-04,2.0,33.8993,-118.2977
159,Mandeville Canyon,1.0,32.01,2020-05-07,2020-05-04,0.0,,
160,Manhattan Beach,68.0,188.89,2020-05-07,2020-05-04,2.0,33.8812,-118.4072
161,Mar Vista,59.0,138.92,2020-05-07,2020-05-04,2.0,34.0037,-118.469
162,Marina Peninsula,9.0,206.42,2020-05-07,2020-05-04,0.0,33.9797,-118.4657
163,Marina del Rey,11.0,116.88,2020-05-07,2020-05-04,0.0,33.9803,-118.4517
164,Maywood,81.0,288.78,2020-05-07,2020-05-04,11.0,33.9885,-118.1874
165,Melrose,400.0,514.83,2020-05-07,2020-05-04,22.0,34.0837,-118.3366
166,Mid-city,43.0,286.09,2020-05-07,2020-05-04,4.0,34.0429,-118.3344
167,Miracle Mile,37.0,205.73,2020-05-07,2020-05-04,1.0,34.0597,-118.35
168,Mission Hills,87.0,360.64,2020-05-07,2020-05-04,6.0,34.2723,-118.4689
169,Monrovia,85.0,283.43,2020-05-07,2020-05-04,21.0,34.1481,-117.999
170,Montebello,175.0,271.84,2020-05-07,2020-05-04,18.0,34.0095,-118.1054
171,Monterey Park,95.0,152.58,2020-05-07,2020-05-04,14.0,34.0625,-118.1228
172,Mt. Washington,59.0,244.36,2020-05-07,2020-05-04,11.0,34.1003,-118.2097
173,Newhall,0.0,0.0,2020-05-07,2020-05-04,0.0,,
174,North Hills,224.0,363.78,2020-05-07,2020-05-04,33.0,34.2362,-118.4851
175,North Hollywood,460.0,303.79,2020-05-07,2020-05-04,62.0,34.187,-118.3813
176,North Lancaster,3.0,250.42,2020-05-07,2020-05-04,0.0,,
177,North Whittier,6.0,71.77,2020-05-07,2020-05-04,0.0,34.0396,-117.9991
178,Northeast San Gabriel,21.0,87.37,2020-05-07,2020-05-04,4.0,34.0961,-118.1058
179,Northridge,206.0,295.14,2020-05-07,2020-05-04,25.0,34.2379,-118.5302
180,Norwalk,230.0,213.71,2020-05-07,2020-05-04,22.0,33.9022,-118.0817
181,Pacific Palisades,39.0,183.18,2020-05-07,2020-05-04,1.0,34.0481,-118.5265
182,Pacoima,388.0,504.03,2020-05-07,2020-05-04,93.0,34.2625,-118.427
183,Palisades Highlands,3.0,78.0,2020-05-07,2020-05-04,0.0,,
184,Palmdale,490.0,475.06,2020-05-07,2020-05-04,45.0,34.5794,-118.1093
185,Palms,154.0,350.98,2020-05-07,2020-05-04,11.0,34.0237,-118.4151
186,Palos Verdes Estates,40.0,295.81,2020-05-07,2020-05-04,3.0,33.7871,-118.3976
187,Palos Verdes Peninsula,0.0,0.0,2020-05-07,2020-05-04,0.0,,
188,Panorama City,393.0,522.26,2020-05-07,2020-05-04,54.0,34.2247,-118.4498
189,Paramount,170.0,303.45,2020-05-07,2020-05-04,20.0,33.8895,-118.1598
190,Park La Brea,13.0,95.73,2020-05-07,2020-05-04,1.0,34.0702,-118.3497
191,Pearblossom/Llano,2.0,102.25,2020-05-07,2020-05-04,0.0,,
192,Pellissier Village,0.0,0.0,2020-05-07,2020-05-04,0.0,,
193,Pico Rivera,241.0,374.9,2020-05-07,2020-05-04,46.0,33.9831,-118.0967
194,Pico-Union,315.0,752.83,2020-05-07,2020-05-04,46.0,34.0446,-118.277
195,Placerita Canyon,0.0,0.0,2020-05-07,2020-05-04,0.0,,
196,Playa Del Rey,1.0,31.29,2020-05-07,2020-05-04,0.0,,
197,Playa Vista,20.0,182.7,2020-05-07,2020-05-04,0.0,33.9728,-118.4276
198,Pomona,233.0,148.78,2020-05-07,2020-05-04,35.0,34.0551,-117.75
199,Porter Ranch,64.0,179.84,2020-05-07,2020-05-04,4.0,39.4346,-121.0205
200,Quartz Hill,29.0,224.7,2020-05-07,2020-05-04,1.0,34.6453,-118.2181
201,Rancho Dominguez,11.0,413.38,2020-05-07,2020-05-04,1.0,33.8508,-118.2249
202,Rancho Palos Verdes,74.0,173.11,2020-05-07,2020-05-04,12.0,33.7445,-118.387
203,Rancho Park,12.0,182.93,2020-05-07,2020-05-04,0.0,34.0454,-118.4207
204,Redondo Beach,116.0,168.86,2020-05-07,2020-05-04,5.0,33.8492,-118.3884
205,Regent Square,3.0,107.91,2020-05-07,2020-05-04,0.0,,
206,Reseda,289.0,377.2,2020-05-07,2020-05-04,49.0,34.2011,-118.536
207,Reseda Ranch,23.0,496.12,2020-05-07,2020-05-04,1.0,34.216,-118.5356
208,Reynier Village,9.0,212.87,2020-05-07,2020-05-04,0.0,34.0368,-118.3856
209,Rolling Hills,2.0,103.09,2020-05-07,2020-05-04,0.0,,
210,Rolling Hills Estates,13.0,160.24,2020-05-07,2020-05-04,0.0,33.7878,-118.3581
211,Roosevelt,0.0,0.0,2020-05-07,2020-05-04,0.0,,
212,Rosemead,47.0,84.91,2020-05-07,2020-05-04,7.0,34.0806,-118.0728
213,Rosewood,5.0,388.8,2020-05-07,2020-05-04,1.0,,
214,Rosewood/East Gardena,0.0,0.0,2020-05-07,2020-05-04,0.0,,
215,Rosewood/West Rancho Dominguez,11.0,327.28,2020-05-07,2020-05-04,1.0,34.0057,-118.4304
216,Rowland Heights,65.0,127.4,2020-05-07,2020-05-04,7.0,33.9761,-117.9053
217,San Clemente Island,0.0,0.0,2020-05-07,2020-05-04,0.0,,
218,San Dimas,31.0,89.81,2020-05-07,2020-05-04,1.0,34.1067,-117.8067
219,San Fernando,123.0,499.76,2020-05-07,2020-05-04,21.0,34.2819,-118.439
220,San Francisquito Canyon/Bouquet Canyon,0.0,0.0,2020-05-07,2020-05-04,0.0,,
221,San Gabriel,42.0,102.55,2020-05-07,2020-05-04,10.0,34.0968,-118.1057
222,San Jose Hills,27.0,133.52,2020-05-07,2020-05-04,3.0,34.0592,-117.8426
223,San Marino,12.0,90.38,2020-05-07,2020-05-04,0.0,34.1214,-118.1065
224,San Pasqual,0.0,0.0,2020-05-07,2020-05-04,0.0,,
225,San Pedro,630.0,807.3,2020-05-07,2020-05-04,21.0,33.7361,-118.2922
226,Sand Canyon,0.0,0.0,2020-05-07,2020-05-04,0.0,,
227,Santa Catalina Island,2.0,749.06,2020-05-07,2020-05-04,0.0,,
228,Santa Clarita,462.0,209.6,2020-05-07,2020-05-04,57.0,34.3917,-118.5426
229,Santa Fe Springs,31.0,168.81,2020-05-07,2020-05-04,4.0,33.9472,-118.0853
230,Santa Monica,203.0,219.59,2020-05-07,2020-05-04,18.0,34.0242,-118.4965
231,Santa Monica Mountains,19.0,102.04,2020-05-07,2020-05-04,4.0,34.1203,-118.9318
232,Saugus,4.0,2580.65,2020-05-07,2020-05-04,1.0,,
233,Saugus/Canyon Country,0.0,0.0,2020-05-07,2020-05-04,0.0,,
234,Shadow Hills,9.0,202.61,2020-05-07,2020-05-04,0.0,34.2575,-118.355
235,Sherman Oaks,159.0,182.23,2020-05-07,2020-05-04,21.0,34.15,-118.4489
236,Sierra Madre,5.0,45.5,2020-05-07,2020-05-04,0.0,34.1617,-118.0528
237,Signal Hill,9.0,76.29,2020-05-07,2020-05-04,1.0,33.8045,-118.1678
238,Silverlake,130.0,294.9,2020-05-07,2020-05-04,9.0,34.0869,-118.2702
239,South Antelope Valley,0.0,0.0,2020-05-07,2020-05-04,0.0,,
240,South Carthay,25.0,235.96,2020-05-07,2020-05-04,1.0,34.0561,-118.3734
241,South Edwards,0.0,,2020-05-07,2020-05-04,0.0,,
242,South El Monte,40.0,181.95,2020-05-07,2020-05-04,9.0,34.0493,-118.0469
243,South Gate,300.0,305.64,2020-05-07,2020-05-04,31.0,33.955999999999996,-118.2113
244,South Park,153.0,403.05,2020-05-07,2020-05-04,22.0,34.0418,-118.2639
245,South Pasadena,100.0,383.83,2020-05-07,2020-05-04,7.0,34.1165,-118.1468
246,South San Gabriel,14.0,158.23,2020-05-07,2020-05-04,3.0,34.0492,-118.0949
247,South Whittier,79.0,133.4,2020-05-07,2020-05-04,6.0,33.9608,-118.0417
248,Southeast Antelope Valley,0.0,0.0,2020-05-07,2020-05-04,0.0,,
249,St Elmo Village,23.0,501.75,2020-05-07,2020-05-04,5.0,34.0431,-118.34299999999999
250,Stevenson Ranch,20.0,95.39,2020-05-07,2020-05-04,2.0,34.3873,-118.5802
251,Studio City,57.0,254.01,2020-05-07,2020-05-04,5.0,34.1413,-118.3878
252,Sun Valley,181.0,344.87,2020-05-07,2020-05-04,35.0,34.2274,-118.3811
253,Sun Village,7.0,115.97,2020-05-07,2020-05-04,1.0,,
254,Sunland,108.0,529.2,2020-05-07,2020-05-04,7.0,34.266,-118.3114
255,Sunrise Village,1.0,77.16,2020-05-07,2020-05-04,0.0,,
256,Sycamore Square,1.0,154.56,2020-05-07,2020-05-04,0.0,,
257,Sylmar,455.0,552.2,2020-05-07,2020-05-04,74.0,34.3058,-118.4572
258,Tarzana,85.0,275.29,2020-05-07,2020-05-04,7.0,34.1509,-118.5517
259,Temple City,63.0,172.82,2020-05-07,2020-05-04,7.0,34.1072,-118.0579
260,Temple-Beaudry,193.0,488.83,2020-05-07,2020-05-04,25.0,34.0629,-118.2513
261,Thai Town,19.0,193.7,2020-05-07,2020-05-04,5.0,34.1018,-118.3036
262,Toluca Lake,13.0,149.36,2020-05-07,2020-05-04,3.0,34.1502,-118.355
263,Toluca Terrace,2.0,153.14,2020-05-07,2020-05-04,0.0,,
264,Toluca Woods,3.0,161.46,2020-05-07,2020-05-04,0.0,,
265,Torrance,308.0,206.34,2020-05-07,2020-05-04,25.0,33.8408,-118.3454
266,Tujunga,86.0,309.24,2020-05-07,2020-05-04,13.0,34.2633,-118.3027
267,Twin Lakes/Oat Mountain,4.0,241.25,2020-05-07,2020-05-04,0.0,,
268,Universal City,0.0,,2020-05-07,2020-05-04,0.0,,
269,University Hills,7.0,204.14,2020-05-07,2020-05-04,0.0,,
270,University Park,101.0,367.86,2020-05-07,2020-05-04,13.0,34.0315,-118.2797
271,Val Verde,118.0,3566.03,2020-05-07,2020-05-04,26.0,,
272,Valencia,5.0,162.76,2020-05-07,2020-05-04,0.0,,
273,Valinda,35.0,149.76,2020-05-07,2020-05-04,5.0,34.0433,-117.9331
274,Valley Glen,93.0,309.83,2020-05-07,2020-05-04,2.0,34.1838,-118.4172
275,Valley Village,142.0,574.43,2020-05-07,2020-05-04,14.0,34.1633,-118.3842
276,Van Nuys,411.0,441.02,2020-05-07,2020-05-04,66.0,34.1899,-118.4514
277,Venice,51.0,150.51,2020-05-07,2020-05-04,1.0,33.9764,-118.4667
278,Vermont Knolls,73.0,424.42,2020-05-07,2020-05-04,12.0,33.9293,-118.2893
279,Vermont Square,61.0,796.66,2020-05-07,2020-05-04,10.0,34.0037,-118.3002
280,Vermont Vista,164.0,398.19,2020-05-07,2020-05-04,34.0,33.9465,-118.2826
281,Vernon,1.0,478.47,2020-05-07,2020-05-04,0.0,,
282,Vernon Central,280.0,538.48,2020-05-07,2020-05-04,61.0,34.0043,-118.257
283,Victoria Park,39.0,464.34,2020-05-07,2020-05-04,1.0,34.047,-118.3319
284,View Heights,7.0,189.5,2020-05-07,2020-05-04,0.0,33.9844,-118.3477
285,View Park/Windsor Hills,28.0,240.65,2020-05-07,2020-05-04,1.0,33.9943,-118.3447
286,Walnut,25.0,81.88,2020-05-07,2020-05-04,2.0,34.0203,-117.8653
287,Walnut Park,52.0,322.12,2020-05-07,2020-05-04,3.0,33.9689,-118.2224
288,Watts,134.0,314.01,2020-05-07,2020-05-04,19.0,33.9386,-118.238
289,Wellington Square,16.0,325.53,2020-05-07,2020-05-04,3.0,34.0392,-118.3343
290,West Adams,142.0,513.93,2020-05-07,2020-05-04,16.0,34.0342,-118.3623
291,West Antelope Valley,2.0,132.36,2020-05-07,2020-05-04,0.0,,
292,West Carson,72.0,326.0,2020-05-07,2020-05-04,7.0,33.8206,-118.2934
293,West Chatsworth,0.0,0.0,2020-05-07,2020-05-04,0.0,,
294,West Covina,158.0,145.98,2020-05-07,2020-05-04,15.0,34.0686,-117.939
295,West Hills,69.0,170.18,2020-05-07,2020-05-04,10.0,34.1973,-118.64399999999999
296,West Hollywood,142.0,384.29,2020-05-07,2020-05-04,3.0,34.0907,-118.38600000000001
297,West LA,21.0,2205.88,2020-05-07,2020-05-04,1.0,,
298,West Los Angeles,61.0,162.08,2020-05-07,2020-05-04,0.0,34.0399,-118.4422
299,West Puente Valley,20.0,203.36,2020-05-07,2020-05-04,1.0,34.0561,-117.9685
300,West Rancho Dominguez,3.0,220.75,2020-05-07,2020-05-04,1.0,,
301,West Vernon,255.0,475.36,2020-05-07,2020-05-04,23.0,34.0039,-118.2301
302,West Whittier/Los Nietos,50.0,185.7,2020-05-07,2020-05-04,9.0,33.976,-118.0691
303,Westchester,76.0,147.28,2020-05-07,2020-05-04,5.0,33.9597,-118.4006
304,Westfield/Academy Hills,0.0,0.0,2020-05-07,2020-05-04,0.0,,
305,Westhills,0.0,0.0,2020-05-07,2020-05-04,0.0,,
306,Westlake,334.0,562.72,2020-05-07,2020-05-04,40.0,34.1458,-118.8056
307,Westlake Village,6.0,71.77,2020-05-07,2020-05-04,0.0,34.1466,-118.8074
308,Westwood,55.0,101.65,2020-05-07,2020-05-04,3.0,34.0561,-118.4297
309,White Fence Farms,2.0,54.3,2020-05-07,2020-05-04,0.0,,
310,Whittier,168.0,185.29,2020-05-07,2020-05-04,32.0,33.9679,-118.0189
311,Whittier Narrows,0.0,0.0,2020-05-07,2020-05-04,0.0,,
312,Wholesale District,171.0,473.3,2020-05-07,2020-05-04,33.0,34.03,-118.2452
313,Willowbrook,70.0,200.5,2020-05-07,2020-05-04,7.0,33.917,-118.2551
314,Wilmington,122.0,215.98,2020-05-07,2020-05-04,17.0,33.78,-118.2617
